MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367445090,2024-01-15T12:45:00,29.36395,-93.63386,5.6,107.4,110,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T12:50:00,28.06357,-97.08464,11.3,238.5,243,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T12:50:00,31.51788,-95.23900,10.4,15.4,14,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T12:50:00,29.41190,-93.91212,6.2,82.8,84,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T12:50:00,28.82772,-93.97067,5.2,133.0,132,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T12:50:00,28.58405,-96.13133,8.7,144.8,139,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T12:50:00,29.54264,-94.73464,0.3,279.8,278,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T12:50:00,29.74837,-94.99497,0.0,132.5,130,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T12:50:00,29.36322,-93.62622,4.8,99.0,96,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T12:55:00,28.05719,-97.10592,14.3,254.7,251,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T12:55:00,31.52960,-95.23576,8.7,9.5,13,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T12:55:00,29.41376,-93.90377,5.4,72.7,75,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T12:55:00,28.82229,-93.96434,5.6,139.2,134,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T12:55:00,28.57224,-96.12121,10.6,145.9,143,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T12:55:00,29.54268,-94.73515,0.3,279.4,275,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T12:55:00,29.74837,-94.99497,0.0,144.0,142,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T12:55:00,29.36172,-93.61887,4.7,103.1,103,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:00:00,28.04945,-97.12467,13.2,241.9,244,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:00:00,31.54238,-95.23252,9.4,15.2,12,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:00:00,29.41636,-93.89395,6.4,68.5,73,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:00:00,28.81547,-93.95860,6.1,140.7,143,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:00:00,28.56449,-96.11073,8.7,128.1,130,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:00:00,29.54271,-94.73530,0.1,280.1,283,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:00:00,29.74837,-94.99497,0.0,160.0,156,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:00:00,29.35820,-93.60942,6.4,117.4,113,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:05:00,28.03952,-97.14018,12.2,230.6,234,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:05:00,31.55522,-95.22608,10.1,27.1,23,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:05:00,29.42131,-93.88419,7.1,60.0,59,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:05:00,28.81313,-93.95699,2.0,149.5,148,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
367777123,2024-01-15T13:05:00,0.0,0.0,2.0,149.5,148,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:05:00,28.55562,-96.10299,8.0,145.5,142,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:05:00,29.54273,-94.73552,0.1,276.9,273,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:05:00,29.74837,-94.99497,0.0,147.7,146,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:05:00,29.35636,-93.59921,6.5,104.5,101,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:10:00,28.02660,-97.15597,13.7,223.0,227,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:10:00,31.56640,-95.22148,8.5,22.6,19,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:10:00,29.42541,-93.87724,5.3,51.4,55,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:10:00,28.80870,-93.95223,4.4,136.8,136,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:10:00,28.54578,-96.09281,9.6,137.6,137,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:10:00,29.54272,-94.73576,0.2,266.0,267,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:10:00,29.74797,-94.99467,0.3,152.0,147,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:10:00,29.35677,-93.58731,7.5,86.6,87,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:15:00,28.01122,-97.16749,13.3,217.0,213,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:15:00,31.58078,-95.21718,10.7,18.2,14,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:15:00,29.43184,-93.87066,6.2,44.2,41,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:15:00,28.80654,-93.94907,2.5,125.0,128,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:15:00,28.53805,-96.08616,7.0,140.6,142,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:15:00,29.54267,-94.73599,0.1,260.8,256,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:15:00,29.74779,-94.99455,0.2,146.3,148,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:15:00,29.35570,-93.57718,6.4,97.6,96,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:20:00,27.99804,-97.17783,11.5,210.2,214,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:20:00,31.59614,-95.20823,12.3,21.9,26,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:20:00,29.43840,-93.86236,7.0,51.7,47,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:20:00,28.80163,-93.94321,5.1,133.2,133,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:20:00,28.52763,-96.07949,8.6,153.7,150,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:20:00,29.54266,-94.73644,0.3,271.5,268,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:20:00,29.74751,-94.99439,0.2,150.5,154,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:20:00,29.35389,-93.56672,6.7,103.9,101,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:25:00,27.98550,-97.19283,13.1,224.2,226,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:25:00,31.60915,-95.20359,9.8,21.1,16,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:25:00,29.44468,-93.85452,6.7,43.1,47,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:25:00,28.79813,-93.93894,3.7,136.5,133,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:25:00,28.51782,-96.07327,8.1,149.9,150,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:25:00,29.54255,-94.73700,0.4,257.7,257,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:25:00,29.74751,-94.99439,0.0,154.6,157,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:25:00,29.35373,-93.55595,6.8,90.8,90,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:30:00,27.97265,-97.20714,13.0,229.3,224,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:30:00,31.62514,-95.19954,11.8,14.1,12,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:30:00,29.44882,-93.84802,5.0,57.1,53,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:30:00,28.79536,-93.93588,2.8,134.2,135,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:30:00,28.50835,-96.06655,8.0,149.0,148,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:30:00,29.54249,-94.73739,0.2,263.2,259,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:30:00,29.74751,-94.99439,0.0,145.2,148,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:30:00,29.35265,-93.54782,5.2,101.7,98,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:35:00,27.95978,-97.21863,11.8,219.4,218,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:35:00,31.63746,-95.19869,8.9,7.1,3,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:35:00,29.45244,-93.83853,6.5,70.7,66,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:35:00,28.79210,-93.93359,2.8,153.3,148,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:35:00,28.49814,-96.06197,7.9,162.0,158,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:35:00,29.54249,-94.73752,0.1,276.7,272,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
367011500,2024-01-15T13:35:00,29.54249,-94.73752,0.1,276.7,272,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:35:00,29.74751,-94.99439,0.0,134.9,137,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:35:00,29.35197,-93.54105,4.3,97.5,96,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:40:00,27.94611,-97.23000,12.2,213.4,216,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:40:00,31.64959,-95.20057,8.8,353.1,352,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:40:00,29.45605,-93.83134,5.2,63.7,59,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:40:00,28.78685,-93.92734,5.5,135.2,133,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:40:00,28.48392,-96.05991,10.3,169.1,172,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:40:00,29.54251,-94.73761,0.1,284.8,281,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:40:00,29.74751,-94.99439,0.0,140.3,140,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:40:00,29.35085,-93.53663,2.9,105.0,106,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:45:00,27.93226,-97.24150,12.4,218.6,216,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:45:00,31.66313,-95.20466,10.1,349.8,345,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:45:00,29.46052,-93.82265,6.3,58.2,59,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:45:00,28.78149,-93.92346,4.6,143.4,147,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:45:00,28.47468,-96.05995,6.7,178.0,180,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:45:00,29.54255,-94.73784,0.2,283.0,281,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:45:00,29.74751,-94.99439,0.0,147.7,145,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:45:00,29.34899,-93.53028,4.2,109.7,108,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:50:00,27.91821,-97.25258,12.3,218.9,214,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:50:00,31.67618,-95.21008,10.0,339.1,340,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:50:00,29.46388,-93.81424,5.8,66.3,65,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:50:00,28.77489,-93.92013,5.2,153.8,156,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:50:00,28.46414,-96.06099,7.6,182.9,184,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:50:00,29.54255,-94.73801,0.1,267.6,267,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:50:00,29.74727,-94.99414,0.2,139.5,138,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:50:00,29.34723,-93.52016,6.5,103.7,101,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T13:55:00,27.90307,-97.26678,14.2,218.4,219,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T13:55:00,31.68838,-95.21286,8.9,346.4,349,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T13:55:00,29.46527,-93.80530,5.7,84.5,79,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T13:55:00,28.76890,-93.91841,4.4,169.2,165,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T13:55:00,28.45320,-96.06313,8.0,192.0,189,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T13:55:00,29.54255,-94.73846,0.3,273.5,270,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T13:55:00,29.74727,-94.99414,0.0,124.6,124,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T13:55:00,29.34526,-93.50808,7.7,105.1,100,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:00:00,27.88888,-97.27860,12.7,214.0,216,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:00:00,31.70436,-95.21718,11.8,344.9,347,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:00:00,29.46643,-93.79707,5.2,85.3,80,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:00:00,28.76187,-93.91652,5.2,165.3,166,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:00:00,28.44257,-96.06375,7.7,180.6,182,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:00:00,29.54254,-94.73855,0.1,263.6,262,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T14:00:00,29.74727,-94.99414,0.0,132.8,130,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T14:00:00,29.34347,-93.50087,4.7,110.8,105,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:05:00,27.87275,-97.28650,12.7,202.5,203,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:05:00,31.71815,-95.21929,10.0,351.1,352,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:05:00,29.46725,-93.78755,6.0,79.9,84,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:05:00,28.75518,-93.91633,4.8,175.7,178,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:05:00,28.42726,-96.06085,11.2,171.6,170,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:05:00,29.54254,-94.73929,0.5,272.1,270,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T14:05:00,29.74724,-94.99410,0.0,118.6,120,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T14:05:00,29.34301,-93.49128,6.0,92.7,93,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:10:00,27.85721,-97.29601,12.7,211.1,208,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:10:00,31.72950,-95.21905,8.2,358.8,1,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:10:00,29.46817,-93.78296,3.0,80.2,77,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:10:00,28.74567,-93.91355,7.1,170.4,165,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:10:00,28.41735,-96.05648,7.7,159.2,158,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:10:00,29.54258,-94.73982,0.3,270.1,274,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T14:10:00,29.74724,-94.99410,0.0,110.0,107,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T14:10:00,29.34459,-93.48218,5.8,78.7,78,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:15:00,27.84107,-97.30457,12.8,201.7,205,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:15:00,31.74338,-95.21968,10.0,352.8,357,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:15:00,29.47050,-93.77347,6.2,76.5,74,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:15:00,28.74179,-93.91127,3.1,150.0,152,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:15:00,28.40773,-96.04948,8.2,147.8,147,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:15:00,29.54258,-94.73982,0.0,267.1,269,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T14:15:00,29.74717,-94.99377,0.2,107.3,103,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T14:15:00,29.34472,-93.47347,5.5,91.6,88,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:20:00,27.82713,-97.31741,12.9,220.8,219,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:20:00,31.75922,-95.22148,11.5,350.5,354,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:20:00,29.47198,-93.76813,3.5,69.2,72,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:20:00,28.73689,-93.90633,4.7,143.5,138,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:20:00,28.39872,-96.04397,7.4,151.7,151,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:20:00,29.54265,-94.74041,0.4,283.1,278,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
367011500,2024-01-15T14:20:00,99.99,-181.0,0.4,283.1,278,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T14:20:00,29.74717,-94.99377,0.0,98.0,100,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T14:20:00,29.34478,-93.46211,7.1,94.1,89,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:25:00,27.81456,-97.32601,10.6,206.9,211,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:25:00,31.77242,-95.22307,9.6,349.3,354,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:25:00,29.47367,-93.75983,5.3,72.0,76,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:25:00,28.73217,-93.90330,3.9,153.9,150,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:25:00,28.39115,-96.03640,7.3,141.8,138,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:25:00,29.54266,-94.74043,0.0,282.4,281,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T14:25:00,29.74715,-94.99371,0.0,113.3,110,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T14:25:00,29.34662,-93.45190,6.5,80.1,78,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:30:00,27.80026,-97.33272,11.2,198.0,202,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:30:00,31.78923,-95.22987,12.8,338.8,341,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:30:00,29.47727,-93.75020,6.6,64.2,66,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:30:00,28.72635,-93.89766,5.5,142.6,139,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:30:00,28.38093,-96.02970,8.5,145.8,150,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
366515000,2024-01-15T14:30:00,28.38093,-96.02970,8.5,145.8,150,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:30:00,29.54280,-94.74082,0.3,296.1,294,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T14:30:00,29.74715,-94.99371,0.0,119.5,119,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T14:30:00,29.35049,-93.44114,7.3,65.3,67,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:35:00,27.78491,-97.34206,12.6,209.3,208,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:35:00,31.80359,-95.23459,10.7,340.3,344,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:35:00,29.48013,-93.74188,5.6,65.4,68,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:35:00,28.71925,-93.89371,5.7,155.1,153,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:35:00,28.36852,-96.02121,10.4,150.2,148,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:35:00,29.54285,-94.74111,0.2,276.8,280,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T14:35:00,29.74703,-94.99345,0.2,116.3,119,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T14:35:00,29.35317,-93.43687,3.3,52.9,54,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:40:00,27.77162,-97.35466,12.5,219.5,220,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:40:00,31.81776,-95.24383,11.7,331.3,330,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:40:00,29.48594,-93.73211,7.4,53.0,55,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:40:00,28.71319,-93.89068,4.8,155.5,156,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:40:00,28.35863,-96.01083,9.7,134.5,137,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:40:00,29.54288,-94.74132,0.1,275.0,278,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T14:40:00,29.74696,-94.99318,0.2,105.6,106,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T14:40:00,29.35781,-93.42853,6.2,54.3,57,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T14:45:00,27.75839,-97.36542,11.7,213.5,215,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T14:45:00,31.82812,-95.25523,10.2,317.6,316,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T14:45:00,29.49180,-93.72313,7.0,55.8,53,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T14:45:00,28.70673,-93.88646,5.4,146.8,150,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T14:45:00,28.34648,-95.99907,11.5,140.1,139,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T14:45:00,29.54289,-94.74149,0.1,275.6,275,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
